,repl,TF
1569,계속오르니잘안팜 ㅈㄴ비싸게내놓던가 그런다 이번에 24평25억에도 사는거나옴,1
1570,예전 텔레비전에서 옛드라마 리뷰해주는 프로그램이 있었는데조형기가 예전에찍은 드라마가 하나있었는데 그냥 동네 놈팽이였는데 저수지 관리라는 완장을 채워줌그뒤로 권력 아닌 권력을 휘두룬다는 드라마였는데 나중에 함 찾아봐라사람이 완장차면 어케 변하는지 딱 보여준다,0
1571,샷업,1
1572,내 말이 우스워? 혼쭐을 내줘야겠군,0
1573,10세리,1
1574,걸레,1
1575,ㅇㅇ 옛날처럼 깡패정국이 아닌이상 불체포특권도 없애야지.,0
1576,템 지급받은 뒤에 본인 스펙하고 안맞으면 교환이벤트도 다시 함 ㄱㅆㅅㅌㅊ,0
1577,코리안 바비큐라는 스타일이 있긴 한거임??? 뭐 별다른 특색을 모르겠는데,0
1578,죽통,1
1579,개독질,1
1580,미안한데 기술과 기능좀 구분하자,0
1581,지금 박사모 가 문제니 ,0
1582,개자식,1
1583,씹엠생오타쿠일뽕좆병신들이 지들인생좆망한걸 울분토하는 진짜감정쓰레기통으로 전락해버렸음,1
1584,그렇지만은 않다. 운동으로 충분히 재활 치료 가능 ,0
1585,조회수 믿지마라 돈 주면 조작 가능하다 지금 조회수 믿을 수 없다 ,0
1586,전라도 홍어들이 들어가도 되는 건물은 오로지 게토와 물 안나오는 샤워실 뿐이다,0
1587, 내가 그런 말 했다는 근거 가져와 ㅋㅋㅋㅋㅋㅋ,0
1588,가등청정,0
1589,네이버 =틀딱놀이터 다음 = 좀비놀이터 ,1
1590,좆구녕,1
1591,그래서 생체실험이 없었다는거냐 ,0
1592,뉘미럴,1
1593,몸도 병신되고 ㅋㅋ,1
1594,쪽바리 만화 보러 가느라 애썼~나베,1
1595,가세연에도 나오던데 좌빨 강사면 절대 안 나가지,1
1596,초대남 줄서봅니다,0
1597,gdi엔진이 엔진오일 잡아먹고수리비 들어갈 일 많아져,0
1598,이러고 그래 나도 좋아,0
1599,머래 홍어새끼야 예전엔 돈이없어서 가방끈 짧았으니까 제조업으로라도 먹고살아야되서 인구많은 경상도에 공장 많이 지어서 용접공이 많은거지 경상도 애들이 머가리가 딸리는게 아니다 홍어색기야,1
1600,세끠,1
1601,씹때끼,1
1602,ㅇㅇ 어릴때 해봄,0
1603,크하하하하하하 헙(웃다가 틀니빠짐),0
1604,사까아시,1
1605,십새키,1
1606,글수,0
1607,본점인데 ㄷㄷㄷㄷ,0
1608,야 진짜 축구만 잘해라 제발,0
1609,며칠이 맞아요.;;,0
1610,얘들은 그냥 좀 사는 북한임,0
1611,박아줄게,1
1612,예를들어 악으로 가득차도 순수하긴 하죠.,0
1613,그래도 또 뽑아주겠죠?,0
1614,짱깨는 진짜 존나게 졸렬한나라인건 틀림없음 ,1
1615,베들베들,0
1616,현타,0
1617,결혼생활에 환상가지는 애들 이해가 안감 좋은 점만보는것 같은데 요즘 사람들이 얼마나 개인주의적긴데 요즘은 가족도 옛날의 그런 이미지가 아님 정서가 완전 달라서 ,0
1618,10새끼,1
1619,"고금석,김동술은 사형 집행함",0
1620,돈받고 짜고치면서 개소리는..,1
1621,그게 왜 김도읍한테 지랄할 일이지?,1
1622,당연히 알고잇겠지,0
1623,차 팔아야됨,0
1624,예쁘니까 넘어가라~,0
1625,씹뇬,1
1626,이씨 박씨 수혜 받았네.,0
1627,걔시끼,1
1628,나 외국에 있기 때문에 원래부터 스냅임,0
1629,보짖물,1
1630,그러니깐 딜도로 쑤셔박아야한다는거지?,1
1631,연분9등법은,0
1632,썅년지꼴리는대로 마리오네트질 할 년임,1
1633,팩트인데 뭘,0
1634,극혐,1
1635,ㅇㅇㅇㅜㅐㅜㅇㅇㅇ,0
1636,나도 존나맛없어서 다 버리고 햄버거 시킨거 리뷰 올린적 있는데? 내꺼 찾아서 보내도 레전드겠노ㅋㅋㅋㅋ씨발 맛없는 음식점은 다 장사접고 나가 죽어야함,1
1637,유두,1
1638,"재난 지원금 야근비로 돌리려다 실패하기, ",0
1639,드립백 좋지요,0
1640,대한민국 만세!!!,0
1641,강원도 산불때도 저랬잖아 헌옷 ㅈㄴ 와가지고 음식이 필요한건데 그거 치우는게 더 일이였지 ,1
1642,오라질,1
1643,머구는 가능할걸,0
1644,어쩌라구 병신아;;;,1
1645,애초에 비주얼이 저러면 구독자 없어서  무슨 발언을 해도 논란안됨ㅅㄱㅁㅈㅎ 달게받으렴,1
1646,민폐존나심하네ㅜ 와..,1
1647, 내 동기중에 팀장다는 새끼는 산술적으로 5% 밖에 안되 병신새끼야.,1
1648,머지???  일성 정일 정은 부자 머라할게 아닌거 같은데??,0
1649,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
1650,근데 부지런한놈이 게으른놈보단 낫지,0
1651,술이식기전 ㅂㅅ아,1
1652,목줄이 너무 타이트하잖니?,0
1653,게이 몇살이노,1
1654,마 씨발련 아 몇평이고 맷개드갔노 니 대하이햄하고 해밨나,1
1655,사이비도 명예가있긴 있냐?,0
1656,??????????,0
1657,찾아본다고 노력한건 좋은데 장묘시설내에서 처리가 끝나면 폐기물이 아닌게 맞음 ㅇㅇ근데 처리를 끝낸게 아니라 화장 후의 부산물을 갖고 나와서 집에 뒀자나?그건 폐기물이 맞고그걸 도로 장묘시설에 가져가서 납골당 같은곳에 보관하면 괜찮은데그냥 뒷마당에 뿌렸자나??? 이건 폐기물 관리법 위반이 맞음 ㅇㅇ멍청한놈 ㅋㅋㅋㅋㅋ,1
1658,정박아,1
1659,      만박할겤ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
1660,키가크면 어깨가 넓어서 165가 제일적당하다고 본다,0
1661, 그러니까 니가 큰 나무에는 못 쓰니까 쓸모없다면서요?,0
1662,병신새끼사표쓰고 나와서 T.O 하나 생기면 그자리는 또 시체팔이 민주팔이 씹새끼들한테 줄서기 바쁜 무능한 개새끼가 앉을게 뻔한데문가새끼 좋은 일 해놓고 뭐 잘했다고..어휴..검사라는 새끼가 생각이 저래 짧아갖고..ㅉㅉㅉㅉ,1
1663,18넘,1
1664,사퇴하세요 ㅋㅋㅋ,0
1665,ㅋㅋㅋ 누구나 할수 있는 생각이지만입밖으로 꺼내느냐 암묵적이냐가 문제인데재는 자기도 모르게 순간 풀려 버렸네 ㅋㅋ뒤늦게 아차선천적 본질을 숨기고 남앞에서 항상 척을해야 하는 경우라면항상 본심이 나오지 않도록 입조심을 철저히 해야함이미지 조작이 한번깨지면 그냥 김구라 노선으로 갈아 타든가,0
1666,저래도 주급 따박따박 나오지않나?,0
1667, 게이는 그런점에선 좋겟노 ,0
1668,병신이 가치높일시간에 그년 따른남자랑 앙 오빠하면서 질꺽질꺽 하응하응 거린다. 뭘 활용할 생각을 하니 ㅋㅋㅋㅋ 세상이 뭐 너에게 진취적으로 나아갈길을제시하는것같음? 그거 다 니 착각이다. 인생에 규칙은 없다. 니가 그렇게 생각하건 말건 니자유임.,1
1669,인생좆망테크 탓네 어휴,1
1670,외국은 다른줄 아노,0
1671,도장런이 뭐냐,0
1672,그 정도는 써야지,0
1673, 1) 민좆당 110% 지지 & 지원 받았고,1
1674,통계에 크루즈확진자는 미포함시키고 크루즈완치자는 포함시키는 센스를 보여줬었는데…,0
1675,신박한 미친년이네 ㅋㅋ,1
1676,아 내 감수성 돌리됴ㅠㅠ,0
1677,쒸팔,1
1678,라고 해씀져..,0
1679,뽕알,1
1680,다 기관총으로 총살해라,1
1681,니뽕 전국체전 7월 확정...,0
1682,지성인이다,0
1683,?? 저건 여자들의 평소 행동 아니야?저런것 밖에 본 적 없어서 몰랐네..,0
1684,아이템메니아,1
1685,아 예 참 대단한 복지네요,0
1686,5년만 존버하면 1억찍노 ㅋㅋ,0
1687,응 지랄하지마 내얼굴에 침 뱉을래 좆짱깨 새끼들은 전원 자살해라 ㅋㅋㅋㅋ좆미개한 유교문화 좆미개 한자문화권 ㅋㅋㅋ 애미디진 공자를 쳐빨아댐얼른 미국&EU연합에 핵폭탄 쳐맞고 멸망해라걔들한테 항복해도 니넨 인도&러시아 동맹의 밥그릇임,1
1688,전씨는?,0
1689,3대몇,0
1690,현명하네,0
1691,그게 바로 비싼 천연비타민제품들이 내세우는 강점인데 비타민이 천연 합성 나누는것도 웃긴거임 뭐 어떤비타민은 화학반응일으켜서 창조해내냐? ㅋㅋ 천연비타민도 그 제조과정에서 추출 압축 응축시키는 과정이 다 화학처린데 걍 너 상술에 놀아나는거임 같이 먹는 시너지일으키는 성분들을 잘챙겨먹는게 더 중요 가녕 내가먹는 L시스테인은 알파리포산이랑 함께 섭취시 흡수율이 20퍼정도에서 40퍼로 높아지기때매 같이먹는다근데 이방송이 일단 영양제 자체 무용론을 얘기하고있으니 그거에대해 초점을 맞춰야할듯,0
1692,[삭제된 댓글입니다.],0
1693,딸이랑 피부랑 직빵으로 연결되있다,1
1694,하 틀딱 또 도망감? 이걸 붙이면 이해를 못함 노인들 리얼 고지식ㅋㅋㅋ 타조머가리임 리얼딱딱한게느껴짐,1
1695,틀베라케,1
1696,그럼 어딜감? 저 조건에 저거보다 훌륭한곳 구하기 힘들텐데,0
1697,십세끼,1
1698,꼬시다 꼬수워노가다 세끼들 제발 좌파해라 쪽팔린다,1
1699,착취 박이라고 바꿔라...머 홍어만 채용하나...ㅎ,1
1700,뽀르너,1
1701,씨블년,1
1702,제일 심한게  유통.제과쪽임...일본과자 아이스크림 조난 배낌롯데나 동아오츠카야 사실상 같은기업이나 제 휴맺은거니꺼 그려러니해도gs25에서조차도 일본식 둥그란 삼각김밥 출시하는거보고 기겁함 ㅅㅂ...뭐 일본에서도 요세 편의점마다 신라면팔고 붉닭복음면팔고  케이팝 여기저기서도 듣린다만한국이 일본영향받은거에 비하면 아직 너무 부족함5년전에 일본애들이랑 이미트 쇼핑가니까 일본애들이 마트물건들보고전부다 자기들 따라햇다고 비웃더라 ㅅㅂ,1
1703,요즘 대세는 버스터즈 예서라고 하더라 ㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷ,0
1704,미췬,1
1705,다 보험처리된다,0
1706,16년 1월 임용자는 20년 2월 자동진급인데 보통 저때 임용자중에 자동까지 진급못하는 애들이 많지 않거든 쟤는 승진못하고 후배들이 먼저 경장 승진하는거보고 열받앗나본데 그게 죽을이유까지는 안됐을거고 의문이네,0
1707,펭귄떼가 줄줄이 입수하는거랑 같다고 보면된다.,0
1708,난 효과있는데,0
1709,뵨 태,1
1710,애국보수 페미니스트 진중권 대통령 가즈아!!!!!!!!!!!!총리는 김무성 법무부장관 나경원경제부총리 유승민  행안부장관 장제원문체부장관 김성태 국토부장관 권성동,0
1711,ㅋㅋㅋㅋㅋㅋ어이가 없노,0
1712,프리시즌이랑 시즌초반때는 폼이 안좋이서 재계약도 힘들지않을까했는데 중반부터 다시 살아남ㅋㅋ클래스가 있긴있는듯,0
1713,스팽,1
1714,12월에 생산된 전시차량입니다.,0
1715,10쎄,1
1716,그런 한남들이랑은 근본부터가 다름,1
1717,쑤레기들,1
1718,찢어벌라??? 벌라??? 딱 말투가 그짝이네 ㅋㅋㅋㅋㅋ,1
1719,응 니도 처단됨 ㅅㄱ~,1
1720,일본 에이형 나란데 ㅋㅋ 한국이 실권은 오형 비형이 쥐고있고 에이형은 노예고,0
1721,딱 보니까 태극기 부대원이네.,0
1722,씨붕,1
1723,문재인 병신새끼 ㅇㅂ,1
1724,같은뇬,1
1725,님이 델따 쓰삼,0
1726,ㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷ,0
1727,깡패색히.,1
1728,씨봉 알,1
1729,좀 못해도 같은 기술 가진 젊은 사람쓰지,0
1730,염병할,1
1731,와 시발난 작년에 30됫는데 좆소에서 나랑 1살위 새끼한테 20대초반 후임갈구는거 마냥 진짜 날 모자른새끼처럼 갈궈서 빡치고 퇴사하고 1년가까이 히키생활중인데 시발 니글보니까 진짜 생각할수록 좆같다빡대가리에 남눈치 존나보고 피해의식쩔고 나이는 똥꾸멍으로 보고 사람들은 첫인상부터 날 만만히보고 쉬펄..친구도 찐따밖에없도 모쏠아다 일게이라서 씹쫒같노 평생 이렇게 비참하게 살다 뒤지겟다이기,1
1732,애초에 인문계 고등학교에서 수능 7등급 나오지도 않지,0
1733,과목만 보면 그렇지 근데 수학은 상대평가잖아? 절대평가로 바뀌면 상관없지 ㅋㅋ,0
1734,개같네,1
1735,나도 전기차 애매하게 봄. 차라리 수소차가 더 가능성 있음.,0
1736,경찰버려도 되네 지능 무력 혼자다가능,1
1737,레알 개읏기노,0
1738,성욕구,1
1739,두번째 한개의 증명서 오픈하면서 기,0
1740,수소차는 일본 미라이 미만잡 아니였냐?,0
1741,난 가끔 고백 받는데. 크게 몇가지 유형으로 나뉨.멍청한뇬 1 : 여러명이 손잡고 와서 오빠 누구랑 사귈래요?레알 미친뇬1 : 네가 뭐뭐 어쩌지만 난 너랑 사귀어 줄 수 있어.(지가 손해지만 사귀어 줄 수 있다 지룰 레알 미친뇬임)못노는 뇬1 : 어렷이 있을 때 내 엉덩이 만지거나 나 핸폰 볼 떄 내 손등에 가슴 갖다댐. 불쾌함잘노는 뇬1: 술자리에서 스킨쉽 능숙하게 들어옴. 주변인 전혀 눈차못챔. 화장실 가서 확인해 보면 쿠퍼 샘. 술자리 끝나면 어찌된 일인지 단 둘이 걷고 있음. 와 이게 리드 당하는거구나 헤헤개인적으로 잘노는뇬이 최고임,1
1742,공적마스크 잘 하고 있는것 같은데.,0
1743,좌빨새끼들은 내로남불 우기는게 답인줄 아니까 인간 이하새끼들,1
1744,애미고양이 반병신 만들어 놓을테니,1
1745,요즘 의대는 펠로까지 필수라 거진 10년은 버텨야 돈 번다.  30에 붙는거면 그냥 무당쪽이 낫다고 봄.,0
1746,난 눈썹 하나 깜딱 안할끄다.,0
1747,싸줄께,1
1748,인사하는거..,0
1749,개씹팔,1
1750,한줄기 빛 드립은 인정한다. ,0
1751,아니랑께 자발적으로 간 사람도 있지만 아버지손에 이끌려 간 사람도 있어서 ㅁㅈㅎ,0
1752,씨뱅,1
1753,소송,0
1754,그거 가족전체 6000원으로 관리비포함 운영되는거다 게이야ㅋㅋ,1
1755,양준일은 나이도 차고 경력도 없으니 그럴만 하지.,0
1756,공직자가 공직자가 아니고 전문가조차 전문성이 떨어지는 곳에 인력들을 배치하니까 이 사단이 나는거다. 아마추어 정부 수준도 아니고 동네 아는 바보 병신들 모아다 꾸린 집단임,1
1757, 이봉창을 진실 그대로만 알려도,0
1758,삐리리,1
1759,흠 난 그래도 소비자 입장이 이해됨,0
1760,곧 3000갑니다 안전밸트 꽉매세요,0
1761,난 내가 코작다고 생각하는데 가족이나 친구들 다 코 크다고 그러더라,0
1762,부캐임 ㅋㅋ,0
1763,  또 여자같은 경우 외모 뛰어나면 본인은 능력없어도 능력남 만나서 50 이후 인생도 잘 건질 확률 높으니,0
1764,진짜 알리드립은 12년도부터본거같은데 시발 8년째 저지랄하네,1
1765,그래그래 고생했네,0
1766,엄선 ㅇㅂ,0
1767,5등급 6등급인 빡대가리들이 그러지,0
1768,씻발,1
1769,화이어뱃이네,0
1770,개쇄끼,1
1771,저사연속 아이도 25개월이면 갓 두돌지났으니,0
1772,철학=종교,0
1773,저건 어제 사건 터졌을때 기사고,0
1774,돈암되는일을 지가 선택해서 하면서돈안준다고 꼬장부리는 건 왜 그런거냐?그럼 첨부터 공부 잘해서 성형외과나  피부과 갈 것이지이상한 인간이네,1
1775,성령이 미만 잡,0
1776,그리고 독립군을 도왔습니다... 교포도 대한민국 사람입니다 ㅠㅠ,0
1777,와 이런 중고딩이쓴거같은 개무식한 개똥글도 일베가고 일베 ㅈ망햇네 ㄹㅇ,1
1778,부모님집 서초인데 전文: 16후文: 21 (현재)개꿀띠?,0
1779,그게 너 잖아.,0
1780,틀린말은 아닌데 아직 그단계까진 멀었다,0
1781,쌩보지,1
1782,씨부럴새끼들... 주어는없다,1
1783,걍 니뽕끼리 전국체전이나 해라 ㅋㅋ,1
1784,시시각각 브리핑하며 투명하게 진행시켜야 함.,0
1785, 직장인 안만남,0
1786,꽃다발사들고 알바하는곳찾아가서 무릎꿇고 '내 마음을 받아줄래 지영아?' 하면 바로 넘어온다 여자들 이런거 존나좋아함,1
1787,그러면 적자내는 중증외상환자가 더 몰려서 병원은 더 큰 적자를 보는 악순환이지,0
1788, 그냥 뒤져 빙신아,1
1789,서울에서 접근성 ㅅㅌㅊ . 서울랜드 사람 많을 때는 바로 옆 복돌이 랜드로?,0
1790,재밋겟는데 ㅋㅋㅋ,0
1791,싫다 싫어 꿈도 사랑도,0
1792,지금은 작년에 중진공에서 20억 투자받은 제조업사장임. ,0
